carat,cut,color,clarity,depth,table,price
0.33,Premium,G,VVS2,61.7,58.0,752
0.33,Ideal,G,VVS2,61.5,56.0,752
0.33,Very Good,G,VVS2,60.9,59.0,752
0.3,Very Good,D,VVS2,62.9,56.0,752
0.33,Premium,H,VVS1,61.4,59.0,752
0.31,Very Good,E,VVS1,60.3,57.0,752
0.33,Ideal,G,VVS2,61.7,56.0,752
0.33,Ideal,H,VVS1,61.7,56.0,752
0.33,Premium,G,VVS2,60.6,58.0,752
0.33,Ideal,H,VVS1,62.2,55.0,752
0.3,Good,D,VVS2,63.6,55.0,752
0.33,Very Good,G,VVS2,60.0,63.0,752
0.33,Ideal,G,VVS2,62.5,54.0,752
0.33,Very Good,G,VVS2,63.0,57.0,752
0.33,Very Good,G,VVS2,62.8,57.0,752
0.3,Premium,D,VVS2,62.4,58.0,752
0.33,Ideal,G,VVS2,62.7,55.0,752
0.36,Very Good,G,VVS2,61.7,56.0,753
0.36,Very Good,H,VVS1,62.0,55.0,753
0.3,Very Good,G,VVS1,62.5,56.0,753
0.41,Very Good,E,SI1,59.3,59.0,753
0.41,Ideal,I,VVS2,61.6,56.0,753
0.3,Ideal,G,VVS1,62.6,55.0,753
0.3,Ideal,G,VVS1,62.2,56.0,753
0.3,Ideal,G,VVS1,62.1,58.0,753
0.34,Ideal,D,VS2,61.0,58.0,753
0.41,Ideal,I,VS1,61.8,53.0,753
0.36,Ideal,E,VS1,61.5,55.0,753
0.41,Ideal,F,SI1,61.4,57.0,753
0.4,Premium,G,VS2,61.9,58.0,753
0.4,Premium,G,VS2,60.4,58.0,753
0.42,Very Good,F,SI1,60.6,58.0,753
0.41,Very Good,J,VVS2,63.1,60.0,754
0.31,Very Good,F,VVS2,62.0,56.0,754
0.31,Very Good,F,VVS2,62.0,55.0,754
0.3,Very Good,D,VVS2,63.0,56.0,754
0.3,Very Good,D,VVS2,63.2,55.0,754
0.42,Very Good,H,SI1,61.1,57.0,754
0.33,Ideal,G,VVS2,62.0,53.5,754
0.38,Ideal,H,VS1,62.4,53.0,754
0.35,Ideal,F,VS1,62.8,54.0,754
0.37,Ideal,I,IF,60.7,56.0,754
0.37,Ideal,I,IF,61.4,55.0,754
0.34,Good,E,VS2,57.8,64.0,754
0.41,Good,I,VS1,60.1,60.1,754
0.3,Ideal,F,VS1,61.5,55.0,754
0.43,Very Good,G,SI1,60.4,58.0,754
0.43,Very Good,G,SI1,62.3,59.0,754
0.43,Very Good,G,SI1,62.7,56.0,754
0.43,Very Good,G,SI1,62.9,55.0,754
0.31,Ideal,E,VS1,61.2,55.0,754
0.31,Very Good,H,VVS1,58.5,59.0,755
0.42,Very Good,H,VS2,62.1,54.0,755
0.3,Very Good,E,VS1,61.7,56.0,755
0.31,Ideal,E,VVS2,62.5,54.0,755
0.31,Ideal,E,VVS2,61.4,58.0,755
0.31,Ideal,E,VVS2,59.9,62.0,755
0.31,Ideal,E,VVS2,59.7,61.0,755
0.31,Ideal,G,VVS1,60.2,61.0,755
0.31,Ideal,G,VVS1,59.0,62.0,755
0.38,Very Good,G,SI1,61.8,53.7,755
0.41,Very Good,E,SI1,62.9,57.0,755
0.41,Very Good,E,SI1,62.9,57.0,755
0.41,Very Good,E,SI1,62.9,56.0,755
0.38,Very Good,G,SI1,62.1,54.0,755
0.38,Very Good,G,SI1,62.0,54.8,755
0.41,Very Good,F,SI1,62.6,55.0,755
0.41,Ideal,E,SI1,62.5,57.0,755
0.41,Ideal,E,SI1,62.1,54.0,755
0.41,Good,H,VS2,63.4,58.0,755
0.41,Very Good,E,SI1,62.8,59.0,755
0.41,Good,F,SI1,63.2,59.0,755
0.41,Premium,F,SI1,59.8,59.0,755
0.41,Ideal,F,SI1,62.7,57.0,755
0.41,Good,E,SI1,63.3,57.0,755
0.41,Premium,F,SI1,61.8,58.0,755
0.41,Premium,E,SI1,61.0,59.0,755
0.41,Ideal,E,SI1,62.5,55.0,755
0.41,Premium,E,SI1,61.3,58.0,755
0.41,Good,E,SI1,63.5,57.0,755
0.41,Ideal,E,SI1,62.6,57.0,755
0.41,Ideal,I,VS1,60.9,53.0,755
0.41,Very Good,F,SI1,62.9,56.0,755
0.41,Very Good,E,SI1,62.4,55.0,755
0.41,Good,F,SI1,63.9,56.0,755
0.41,Very Good,F,SI1,62.8,57.0,755
0.41,Very Good,E,SI1,61.4,56.0,755
0.41,Ideal,E,SI1,62.7,57.0,755
0.41,Premium,E,SI1,60.1,60.0,755
0.41,Good,E,SI1,63.9,58.0,755
0.41,Very Good,E,SI1,60.5,61.0,755
0.41,Good,F,SI1,63.3,57.0,755
0.41,Premium,E,SI1,62.4,58.0,755
0.41,Premium,F,SI1,61.0,60.0,755
0.41,Premium,E,SI1,60.2,60.0,755
0.41,Good,I,VS1,63.7,57.0,755
0.4,Very Good,F,SI1,62.1,60.0,756
0.35,Ideal,G,VVS2,61.8,55.0,756
0.35,Ideal,H,VVS1,62.0,55.0,756
0.32,Ideal,D,VS1,61.4,56.0,756
0.42,Ideal,G,SI1,60.7,57.0,756
0.32,Good,E,VS1,60.3,64.0,756
0.32,Good,E,VS1,59.5,64.0,756
0.32,Premium,D,SI1,61.3,60.0,756
0.32,Ideal,D,SI1,60.8,57.0,756
0.32,Premium,D,SI1,58.9,60.0,756
0.32,Ideal,D,SI1,62.0,55.0,756
0.32,Ideal,D,SI1,61.9,57.0,756
0.32,Premium,D,SI1,63.0,58.0,756
0.32,Ideal,D,SI1,62.0,57.0,756
0.32,Ideal,D,SI1,62.8,56.0,756
0.32,Very Good,D,SI1,63.3,57.0,756
0.32,Good,D,SI1,63.8,56.0,756
0.32,Ideal,D,SI1,62.0,57.0,756
0.4,Very Good,J,VS1,63.5,56.0,756
0.36,Premium,G,VS2,62.5,58.0,756
0.36,Premium,E,SI1,62.2,59.0,756
0.32,Premium,I,VVS1,60.1,61.0,756
0.32,Ideal,I,VVS1,61.9,55.0,756
0.32,Ideal,I,VVS1,61.7,55.0,756
0.32,Ideal,I,VVS1,62.5,55.0,756
0.32,Ideal,I,VVS1,62.4,55.0,756
0.32,Premium,I,VVS1,63.0,58.0,756
0.32,Ideal,D,SI1,59.3,55.0,756
0.32,Premium,D,SI1,58.3,58.0,756
0.32,Ideal,D,SI1,59.6,57.0,756
0.32,Premium,D,SI1,60.4,58.0,756
0.32,Premium,D,SI1,60.8,58.0,756
0.32,Ideal,D,SI1,61.4,57.0,756
0.32,Ideal,D,SI1,60.9,56.0,756
0.32,Premium,D,SI1,60.2,58.0,756
0.32,Premium,D,SI1,61.5,59.0,756
0.32,Ideal,D,SI1,61.5,56.0,756
0.32,Ideal,D,SI1,61.3,55.0,756
0.32,Ideal,D,SI1,62.5,54.0,756
0.32,Premium,D,SI1,62.3,55.0,756
0.32,Premium,D,SI1,60.9,60.0,756
0.32,Premium,D,SI1,61.4,58.0,756
0.32,Ideal,D,SI1,62.8,56.0,756
0.32,Ideal,D,SI1,62.6,55.0,756
0.32,Very Good,D,SI1,63.1,57.0,756
0.32,Very Good,D,SI1,63.3,57.0,756
0.32,Ideal,D,SI1,62.7,54.0,756
0.32,Ideal,D,SI1,61.3,57.0,756
0.32,Ideal,D,SI1,62.7,54.0,756
0.32,Very Good,D,SI1,63.2,54.0,756
0.32,Very Good,D,SI1,63.1,56.0,756
0.32,Good,D,SI1,63.7,55.0,756
0.32,Very Good,D,SI1,63.5,55.0,756
0.32,Premium,D,SI1,62.6,58.0,756
0.32,Ideal,D,SI1,62.7,57.0,756
0.32,Good,D,SI1,63.6,56.0,756
0.31,Ideal,E,VS2,62.0,56.0,756
0.45,Fair,G,SI1,68.6,57.0,756
0.44,Good,E,SI1,63.4,57.0,756
0.44,Good,F,SI1,63.8,54.0,756
0.42,Very Good,D,SI1,63.0,55.0,756
0.44,Good,E,SI1,63.2,53.0,756
0.42,Very Good,D,SI1,61.5,58.0,756
0.42,Very Good,D,SI1,60.2,57.0,756
0.42,Ideal,D,SI1,61.9,55.0,756
0.42,Very Good,D,SI1,63.0,57.0,756
0.38,Ideal,G,VS2,61.9,54.1,757
0.31,Ideal,F,VS2,61.6,55.0,757
0.31,Ideal,F,VS2,61.9,55.0,757
0.31,Ideal,F,VS2,61.6,55.0,757
0.31,Ideal,F,VS2,61.9,55.0,757
0.31,Fair,F,VVS2,56.9,59.0,757
0.34,Premium,E,VS1,58.0,60.0,757
0.37,Very Good,E,VS2,60.6,58.0,757
0.37,Premium,E,VS2,60.2,58.0,757
0.4,Ideal,I,VVS2,62.0,54.0,758
0.4,Ideal,I,VVS2,62.0,57.0,758
0.41,Good,D,SI1,56.5,63.0,758
0.34,Ideal,E,VS2,62.1,54.1,758
0.46,Ideal,F,SI2,61.5,54.0,758
0.46,Ideal,F,SI2,61.5,54.0,758
0.4,Ideal,J,IF,62.5,56.0,758
0.32,Ideal,D,VS2,61.6,56.0,758
0.32,Ideal,D,VS2,62.0,55.0,758
0.32,Ideal,D,VS2,62.4,57.0,758
0.32,Ideal,D,VS2,61.9,55.0,758
0.32,Ideal,E,VS1,61.7,57.0,758
0.32,Good,H,SI1,63.1,54.0,449
0.32,Very Good,I,VS2,61.1,57.0,449
0.32,Ideal,H,SI1,60.6,57.0,449
0.32,Premium,E,SI2,61.7,60.0,449
0.32,Good,H,SI1,63.1,55.0,449
0.32,Very Good,H,SI1,62.2,56.0,449
0.32,Very Good,I,VS2,63.0,55.0,449
0.32,Ideal,I,VS2,62.5,55.0,449
0.32,Ideal,I,VS2,61.5,56.0,449
0.32,Very Good,I,VS2,62.9,57.0,449
0.32,Ideal,I,VS2,60.3,56.0,449
0.32,Very Good,E,SI2,62.7,57.0,449
0.32,Good,I,VS2,63.2,56.0,449
0.32,Ideal,I,VS2,61.6,56.0,449
0.32,Premium,E,SI2,59.7,60.0,449
0.32,Very Good,I,VS2,63.0,57.0,449
0.32,Ideal,I,VS2,61.3,56.0,449
0.32,Premium,I,VS2,62.2,59.0,449
0.32,Good,I,VS2,63.4,55.0,449
0.32,Ideal,E,SI2,62.7,55.0,449
0.32,Premium,I,VS2,62.6,58.0,449
0.28,Very Good,H,VVS2,62.4,54.0,450
0.25,Ideal,I,VS2,62.0,57.0,450
0.32,Ideal,G,SI2,61.6,56.0,450
0.32,Ideal,G,SI2,61.8,55.0,450
0.32,Ideal,G,SI2,62.2,53.0,450
0.36,Ideal,F,SI2,62.2,55.0,450
0.33,Ideal,F,SI2,62.3,55.0,450
0.36,Ideal,F,SI2,61.2,56.0,450
0.32,Ideal,I,SI1,61.9,54.0,450
0.32,Ideal,D,VS2,61.1,56.0,758
0.32,Ideal,D,VS2,61.0,56.0,758
0.32,Ideal,D,VS2,61.9,55.0,758
0.32,Ideal,E,VS1,61.6,57.0,758
0.32,Very Good,D,VS2,62.5,57.0,758
0.32,Ideal,D,VS2,62.2,56.0,758
0.32,Premium,D,VS2,61.7,59.0,758
0.32,Ideal,D,VS2,62.7,54.0,758
0.32,Ideal,D,VS2,61.7,54.0,758
0.32,Ideal,D,VS2,61.9,57.0,758
0.32,Ideal,D,VS2,62.1,56.0,758
0.32,Very Good,D,VS2,62.0,57.0,758
0.32,Very Good,D,VS2,61.8,57.0,758
0.32,Ideal,D,VS2,61.3,56.0,758
0.32,Ideal,D,VS2,62.5,56.0,758
0.32,Ideal,E,VS1,61.5,56.0,758
0.32,Ideal,D,VS2,62.7,57.0,758
0.32,Ideal,D,VS2,62.6,57.0,758
0.32,Ideal,D,VS2,61.0,57.0,758
0.32,Premium,D,VS2,60.3,60.0,758
0.32,Ideal,D,VS2,62.0,55.0,758
0.32,Ideal,E,VS1,59.9,55.0,758
0.32,Ideal,D,VS2,62.2,55.0,758
0.32,Ideal,D,VS2,62.1,54.0,758
0.32,Ideal,E,VS1,61.7,56.0,758
0.32,Premium,D,VS2,61.7,58.0,758
0.32,Ideal,D,VS2,61.7,57.0,758
0.32,Ideal,D,VS2,62.2,56.0,758
0.32,Ideal,D,VS2,61.5,56.0,758
0.32,Ideal,D,VS2,62.6,55.0,758
0.36,Premium,I,IF,59.9,59.0,758
0.32,Ideal,D,VS2,61.5,56.0,758
0.32,Ideal,D,VS2,60.5,56.0,758
0.32,Ideal,D,VS2,62.3,57.0,758
0.32,Ideal,D,VS2,61.6,56.0,758
0.32,Ideal,E,VS1,61.8,55.0,758
0.32,Ideal,E,VS1,61.9,56.0,758
0.3,Very Good,E,VVS2,62.4,57.0,759
0.36,Very Good,D,VS2,64.0,56.0,759
0.31,Ideal,F,VVS2,61.9,56.0,759
0.31,Ideal,G,VVS1,62.4,54.0,759
0.37,Ideal,F,VS2,61.7,55.0,759
0.36,Ideal,F,VS2,61.0,56.0,759
0.38,Ideal,G,VS1,62.4,54.0,759
0.41,Ideal,G,SI1,61.4,56.0,759
0.41,Ideal,G,SI1,61.9,54.0,759
0.44,Premium,H,SI2,58.4,60.0,759
0.44,Premium,H,SI2,59.3,60.0,759
0.44,Premium,H,SI2,59.6,60.0,759
0.37,Very Good,D,VS2,60.0,57.0,760
0.35,Very Good,F,VS1,61.9,56.0,760
0.43,Very Good,D,SI1,62.9,56.0,760
0.27,Very Good,E,IF,59.7,56.0,760
0.27,Ideal,F,VVS2,62.7,55.0,760
0.27,Ideal,F,VVS2,62.0,55.0,760
0.27,Ideal,E,VVS2,60.2,55.0,760
0.27,Ideal,E,VVS2,61.9,56.0,760
0.27,Ideal,F,VVS1,62.5,56.0,760
0.42,Ideal,H,VS2,62.1,54.0,760
0.34,Ideal,E,VS2,61.8,54.0,760
0.34,Ideal,F,VS1,61.9,55.0,760
0.41,Ideal,E,SI2,61.2,56.0,760
0.42,Ideal,H,SI1,60.9,56.0,760
0.42,Ideal,F,SI1,61.6,56.0,760
0.27,Ideal,F,IF,61.3,57.0,760
0.27,Ideal,F,IF,61.8,55.0,760
0.27,Ideal,F,IF,61.4,57.0,760
0.27,Ideal,F,IF,63.0,55.0,760
0.41,Good,E,SI1,59.5,62.0,760
0.43,Ideal,F,SI1,62.5,56.0,760
0.43,Ideal,E,SI1,62.6,56.0,760
0.4,Very Good,G,VS1,60.4,57.0,760
0.42,Very Good,H,SI1,58.6,61.0,761
0.33,Ideal,G,VVS2,60.4,57.0,761
0.33,Ideal,F,VVS2,60.9,57.0,761
0.33,Ideal,F,VVS2,61.4,55.0,761
0.33,Ideal,F,VVS2,61.7,55.0,761
0.33,Ideal,F,VVS2,60.7,56.0,761
0.33,Ideal,F,VVS2,61.8,54.0,761
0.36,Ideal,G,VS1,60.6,57.0,761
0.3,Ideal,D,VS1,61.0,57.0,761
0.44,Ideal,F,SI1,61.4,56.0,761
0.42,Ideal,D,SI1,62.1,54.0,761
0.3,Premium,H,VVS1,61.3,58.0,761
0.31,Ideal,H,IF,60.8,57.0,761
0.31,Good,G,VVS1,58.0,62.0,761
0.31,Very Good,G,VVS1,62.8,57.0,761
0.31,Ideal,F,VVS2,61.2,56.0,761
0.31,Premium,H,IF,60.4,58.0,761
0.31,Very Good,G,VVS1,59.8,62.0,761
0.31,Ideal,F,VVS2,62.4,55.0,761
0.37,Ideal,E,VS2,61.0,56.0,762
0.3,Ideal,D,VS2,62.3,53.9,762
0.33,Premium,D,VS2,60.8,60.0,762
0.31,Very Good,E,VVS1,59.9,62.0,763
0.31,Very Good,E,VVS1,61.2,61.0,763
0.35,Very Good,D,VS1,60.9,58.0,763
0.37,Ideal,D,VS2,61.1,54.0,763
0.37,Ideal,D,VS2,62.3,55.0,763
0.41,Ideal,H,SI1,61.5,55.0,763
0.43,Ideal,G,SI1,62.2,54.0,763
0.3,Good,E,VVS1,57.8,60.0,763
0.3,Ideal,E,VVS1,62.5,54.0,763
0.32,Premium,H,IF,61.8,58.0,763
0.38,Very Good,G,VS1,62.0,57.0,764
0.45,Very Good,G,SI2,59.7,61.0,764
0.47,Very Good,J,SI1,62.4,58.0,764
0.36,Ideal,H,VVS1,62.0,54.8,764
0.3,Ideal,G,VVS1,61.8,57.0,764
0.3,Ideal,G,VVS1,62.1,57.0,764
0.3,Ideal,G,VVS1,62.2,57.0,764
0.3,Ideal,G,VVS1,61.5,57.0,764
0.3,Ideal,G,VVS1,62.0,58.0,764
0.3,Ideal,G,VVS1,61.9,57.0,764
0.3,Ideal,G,VVS1,61.7,54.0,764
0.3,Ideal,G,VVS1,61.7,57.0,764
0.3,Ideal,G,VVS1,61.7,57.0,764
0.3,Ideal,G,VVS1,61.8,56.0,764
0.3,Ideal,G,VVS1,61.1,57.0,764
0.3,Ideal,G,VVS1,62.7,54.0,764
0.3,Ideal,G,VVS1,61.4,58.0,764
0.3,Ideal,G,VVS1,62.0,54.0,764
0.3,Ideal,G,VVS1,62.3,54.0,764
0.3,Ideal,G,VVS1,62.0,58.0,764
0.3,Ideal,G,VVS1,61.4,57.0,764
0.3,Ideal,G,VVS1,62.2,57.0,764
0.3,Ideal,G,VVS1,61.6,58.0,764
0.3,Ideal,G,VVS1,61.9,54.0,764
0.3,Ideal,G,VVS1,61.5,55.0,764
0.4,Ideal,H,VS2,61.8,54.5,764
0.34,Ideal,F,VS1,61.1,55.0,764
0.34,Ideal,F,VS1,61.7,55.0,764
0.4,Ideal,F,SI2,61.5,56.0,764
0.41,Ideal,F,SI1,61.2,58.0,764
0.3,Ideal,H,IF,61.2,55.0,764
0.3,Ideal,H,IF,61.5,58.0,764
0.3,Ideal,H,IF,60.8,56.0,764
0.3,Ideal,H,IF,62.2,54.0,764
0.3,Ideal,H,IF,61.8,57.0,764
0.3,Ideal,H,IF,62.5,56.0,764
0.3,Ideal,H,IF,62.3,54.0,764
0.3,Ideal,H,IF,61.5,56.0,764
0.3,Ideal,H,IF,61.2,56.0,764
0.3,Ideal,H,IF,61.6,57.0,764
0.3,Ideal,H,IF,62.1,57.0,764
0.3,Ideal,H,IF,62.0,57.0,764
0.3,Ideal,H,IF,62.0,55.0,764
0.3,Ideal,H,IF,61.3,58.0,764
0.33,Good,F,VVS1,63.3,57.0,764
0.43,Very Good,E,SI2,59.0,60.0,765
0.33,Ideal,F,VS1,62.8,55.0,765
0.4,Ideal,J,VS2,62.9,57.0,765
0.3,Ideal,I,VVS2,63.0,57.0,765
0.34,Ideal,G,VS2,62.1,57.0,765
0.34,Premium,G,VS2,60.3,54.0,765
0.4,Good,J,VS2,64.0,57.0,765
0.4,Very Good,I,SI1,63.2,54.0,765
0.4,Ideal,I,SI1,61.6,56.0,765
0.4,Premium,I,SI1,59.8,57.0,765
0.4,Very Good,G,SI2,63.4,59.0,765
0.34,Ideal,G,VS2,61.8,56.0,765
0.34,Ideal,G,VS2,61.1,55.0,765
0.34,Ideal,G,VS2,61.5,55.0,765
0.34,Ideal,G,VS2,62.7,55.0,765
0.34,Premium,E,SI1,59.3,58.0,765
0.34,Premium,E,SI1,59.6,57.0,765
0.34,Good,E,SI1,63.9,56.0,765
0.34,Ideal,E,SI1,60.7,56.0,765
0.4,Premium,J,VS2,60.9,62.0,765
0.4,Premium,J,VS2,62.5,60.0,765
0.4,Good,I,SI1,63.9,57.0,765
0.4,Very Good,I,SI1,63.2,55.0,765
0.4,Very Good,G,SI2,63.1,59.0,765
0.4,Premium,G,SI2,61.9,61.0,765
0.4,Very Good,G,SI2,63.2,56.0,765
0.34,Very Good,I,VVS2,63.1,56.0,765
0.34,Premium,I,VVS2,61.5,60.0,765
0.34,Premium,I,VVS2,61.3,57.0,765
0.34,Premium,H,VS1,61.6,59.0,765
0.34,Premium,H,VS1,61.4,59.0,765
0.34,Premium,H,VS1,62.1,58.0,765
0.34,Ideal,H,VS1,62.1,57.0,765
0.34,Ideal,H,VS1,62.7,55.0,765
0.34,Premium,H,VS1,60.8,59.0,765
0.34,Premium,H,VS1,61.3,56.0,765
0.34,Ideal,H,VS1,62.5,57.0,765
0.34,Premium,H,VS1,62.2,58.0,765
0.34,Ideal,H,VS1,62.3,55.0,765
0.34,Ideal,H,VS1,62.7,57.0,765
0.34,Premium,H,VS1,60.6,60.0,765
0.34,Very Good,H,VS1,63.1,57.0,765
0.34,Premium,G,VS2,60.2,58.0,765
0.34,Premium,G,VS2,60.3,59.0,765
0.34,Ideal,G,VS2,61.9,55.0,765
0.34,Premium,G,VS2,61.1,60.0,765
0.34,Premium,G,VS2,61.3,58.0,765
0.34,Premium,G,VS2,60.2,58.0,765
0.34,Ideal,G,VS2,61.0,57.0,765
0.34,Ideal,G,VS2,61.4,57.0,765
0.34,Ideal,G,VS2,61.7,56.0,765
0.34,Ideal,G,VS2,61.3,55.0,765
0.34,Premium,G,VS2,60.3,58.0,765
0.34,Premium,G,VS2,61.8,58.0,765
0.34,Ideal,G,VS2,62.0,54.0,765
0.34,Ideal,G,VS2,62.0,56.0,765
0.34,Ideal,G,VS2,62.2,55.0,765
0.34,Ideal,G,VS2,61.5,57.0,765
0.34,Ideal,G,VS2,62.1,55.0,765
0.34,Premium,G,VS2,61.2,58.0,765
0.34,Ideal,G,VS2,62.5,57.0,765
0.34,Ideal,G,VS2,62.2,53.0,765
0.34,Premium,G,VS2,61.6,60.0,765
0.34,Ideal,G,VS2,61.5,56.0,765
0.34,Premium,G,VS2,61.6,58.0,765
0.34,Ideal,G,VS2,62.9,55.0,765
0.34,Ideal,G,VS2,62.0,55.0,765
0.34,Premium,G,VS2,61.0,58.0,765
0.34,Premium,G,VS2,62.0,59.0,765
0.34,Very Good,G,VS2,63.1,57.0,765
0.34,Premium,G,VS2,61.2,59.0,765
0.34,Ideal,G,VS2,62.2,57.0,765
0.34,Premium,G,VS2,61.2,62.0,765
0.34,Premium,E,SI1,59.0,60.0,765
0.34,Ideal,E,SI1,61.7,56.0,765
0.34,Ideal,E,SI1,61.4,54.0,765
0.34,Premium,E,SI1,60.3,57.0,765
0.34,Ideal,E,SI1,62.3,57.0,765
0.34,Ideal,E,SI1,61.4,55.0,765
0.34,Premium,E,SI1,60.7,60.0,765
0.34,Ideal,E,SI1,60.7,57.0,765
0.34,Ideal,E,SI1,61.0,57.0,765
0.34,Ideal,E,SI1,62.9,55.0,765
0.34,Ideal,E,SI1,62.1,55.0,765
0.34,Very Good,E,SI1,63.2,55.0,765
0.34,Premium,E,SI1,61.8,58.0,765
0.34,Very Good,E,SI1,63.3,56.0,765
0.34,Ideal,E,SI1,63.0,55.0,765
0.34,Premium,E,SI1,61.9,59.0,765
0.34,Ideal,E,SI1,61.8,56.0,765
0.34,Ideal,E,SI1,62.9,56.0,765
0.34,Ideal,E,SI1,62.2,55.0,765
0.34,Ideal,E,SI1,62.7,55.0,765
0.34,Ideal,E,SI1,62.0,57.0,765
0.34,Premium,G,VS2,62.4,59.0,765
0.31,Very Good,E,VVS2,61.1,55.0,766
0.31,Ideal,E,VVS2,61.4,56.0,766
0.31,Ideal,E,VVS2,61.7,56.0,766
0.3,Ideal,E,VVS2,61.9,59.0,766
0.3,Ideal,E,VVS2,62.2,57.0,766
0.3,Ideal,E,VVS2,61.5,58.0,766
0.3,Ideal,E,VVS2,61.9,55.0,766
0.3,Ideal,E,VVS2,61.9,58.0,766
0.3,Ideal,E,VVS2,61.9,58.0,766
0.3,Ideal,E,VVS2,62.3,57.0,766
0.3,Ideal,E,VVS2,61.6,58.0,766
0.3,Ideal,E,VVS2,62.1,57.0,766
0.3,Ideal,E,VVS2,62.3,56.0,766
0.3,Ideal,E,VVS2,62.3,57.0,766
0.3,Ideal,E,VVS2,61.6,56.0,766
0.3,Ideal,E,VVS2,62.3,56.0,766
0.31,Ideal,D,VS1,60.5,57.0,766
0.31,Ideal,D,VS1,61.6,55.0,766
0.38,Ideal,F,SI1,61.7,56.0,766
0.31,Ideal,F,IF,59.7,60.0,766
0.38,Ideal,I,VVS2,62.6,54.0,766
0.38,Ideal,G,VS2,62.2,56.0,766
0.38,Very Good,G,VS2,60.4,57.0,766
0.38,Very Good,G,VS2,59.9,58.0,766
0.38,Very Good,G,VS2,60.1,61.0,766
0.38,Premium,H,VS1,61.6,58.0,766
0.38,Very Good,G,VS2,60.8,61.0,766
0.38,Very Good,G,VS2,59.2,60.0,766
0.38,Premium,G,VS2,59.3,59.0,766
0.31,Ideal,D,VVS2,61.6,56.0,766
0.31,Ideal,D,VVS2,62.4,56.0,766
0.31,Ideal,D,VVS2,62.0,56.0,766
0.31,Ideal,D,VVS2,61.9,56.0,766
0.31,Premium,F,VVS1,59.4,58.0,766
0.31,Ideal,D,VVS2,61.9,57.0,766
0.36,Premium,F,VVS2,62.7,58.0,766
0.39,Very Good,J,VVS1,57.8,59.0,767
0.31,Very Good,F,VVS1,60.7,58.0,767
0.31,Ideal,E,VVS2,61.9,54.0,767
0.31,Ideal,E,VVS2,60.8,56.0,767
0.4,Ideal,F,VS2,62.3,54.0,767
0.36,Ideal,E,VS1,60.8,55.0,767
0.35,Ideal,E,VS2,62.1,56.0,767
0.35,Ideal,E,VS2,61.7,55.0,767
0.35,Ideal,E,VS2,62.0,57.0,767
0.35,Ideal,E,VS2,61.6,56.0,767
0.35,Premium,E,VS2,61.6,58.0,767
0.35,Ideal,E,VS2,61.6,55.0,767
0.35,Ideal,E,VS2,61.7,56.0,767
0.35,Very Good,E,VS2,62.1,59.0,767
0.35,Ideal,E,VS2,62.5,55.0,767
0.35,Ideal,E,VS2,62.0,55.0,767
0.35,Premium,E,VS2,59.2,58.0,767
0.35,Ideal,E,VS2,62.2,56.0,767
0.35,Premium,E,VS2,60.4,60.0,767
0.35,Very Good,E,VS2,58.9,59.0,767
0.3,Ideal,J,SI1,62.3,57.0,367
0.2,Premium,E,VS2,59.8,62.0,367
0.2,Premium,E,VS2,59.0,60.0,367
0.2,Premium,E,VS2,61.1,59.0,367
0.2,Premium,E,VS2,59.7,62.0,367
0.2,Ideal,E,VS2,59.7,55.0,367
0.2,Premium,F,VS2,62.6,59.0,367
0.2,Ideal,D,VS2,61.5,57.0,367
0.2,Very Good,E,VS2,63.4,59.0,367
0.2,Ideal,E,VS2,62.2,57.0,367
0.2,Premium,D,VS2,62.3,60.0,367
0.2,Premium,D,VS2,61.7,60.0,367
0.25,Ideal,H,VS2,61.0,55.0,367
0.3,Premium,J,VS2,62.2,58.0,368
0.3,Good,H,SI2,63.9,56.0,368
0.3,Very Good,J,VS2,61.6,61.0,368
0.3,Good,J,VS2,63.4,57.0,368
0.3,Premium,J,VS2,60.6,59.0,368
0.3,Premium,H,SI2,60.9,59.0,368
0.23,Very Good,G,VS2,62.8,53.0,369
0.23,Very Good,H,IF,63.9,55.0,369
0.23,Fair,G,VVS2,61.4,66.0,369
0.24,Very Good,F,SI1,61.6,57.0,370
0.26,Ideal,I,VS2,61.8,55.0,371
0.32,Ideal,I,SI2,61.7,55.0,371
0.27,Fair,E,VS1,66.4,58.0,371
0.31,Ideal,I,SI2,62.0,54.1,372
0.24,Very Good,D,VS2,61.4,60.0,373
0.23,Very Good,E,VS2,62.5,59.0,373
0.24,Very Good,F,VS1,62.5,55.0,373
0.32,Ideal,I,SI1,61.2,56.0,450
0.32,Ideal,I,SI1,60.5,58.0,450
0.3,Ideal,H,SI1,61.9,57.0,450
0.3,Ideal,H,SI1,62.4,55.0,450
0.3,Ideal,H,SI1,62.2,57.0,450
0.3,Ideal,H,SI1,61.3,58.0,450
0.3,Ideal,H,SI1,62.2,57.0,450
0.3,Ideal,H,SI1,62.2,57.0,450
0.3,Ideal,H,SI1,62.2,57.0,450
0.3,Ideal,H,SI1,62.2,57.0,450
0.3,Ideal,H,SI1,61.6,54.0,450
0.3,Ideal,H,SI1,60.9,58.0,450
0.3,Ideal,H,SI1,62.1,55.0,450
0.3,Ideal,H,SI1,62.0,56.0,450
0.3,Ideal,H,SI1,62.1,56.0,450
0.3,Very Good,I,SI2,63.3,56.0,450
0.3,Premium,J,SI1,62.7,59.0,450
0.3,Very Good,J,SI1,63.4,54.0,450
0.3,Good,J,SI1,63.8,56.0,450
